osID,title,ai_health_related,nlp_health_related,ai_disease_areas,nlp_disease_areas,agree_health,agree_areas,any_overlap,ai_only_areas,nlp_only_areas
SSRE-ACOUSTIC-DIAGNOSTICS,Acoustic Upgraded Diagnostics In-Orbit,False,False,,,True,True,False,,
SSRE-ACOUSTIC-TO-MANIPULATE-FLUIDS,Acoustic to Manipulate Fluids,False,False,,,True,True,False,,
SSRE-ACQUIRED-EQUIVALENCE-TEST,Association Learning and Connected Memory Processes in Microgravity,True,False,Mental health; Neurological diseases,,False,False,False,Mental health; Neurological diseases,
SSRE-ACTIN,Role of Weightlessness on Metabolism,True,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases; Musculoskeletal diseases,
SSRE-ACTIVE-COLLOIDS-IN-MICROGRAVITY,Active Colloids in Microgravity,False,False,,,True,True,False,,
SSRE-ACTIVE-TISSUE-EQUIVALENT-DOSIMETER,Active Tissue Equivalent Dosimeter,True,False,Cancer; Cardiovascular diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Neurological diseases,
SSRE-ADCS-IN-MICROGRAVITY,Efficacy and Metabolism of Azonafide Antibody-Drug Conjugates (ADCs) in Microgravity,True,False,Endocrine and metabolic diseases,,False,False,False,Endocrine and metabolic diseases,
SSRE-ADF-OTOLITH,Avian Development Facility - Development and Function of the Avian Otolith System in Normal Altered Gravity Environments,True,False,Eye diseases; Neurological diseases,,False,False,False,Eye diseases; Neurological diseases,
SSRE-ADF-SKELETAL,Avian Development Facility - Skeletal Development in Embryonic Quail,True,False,Musculoskeletal diseases,,False,False,False,Musculoskeletal diseases,
SSRE-ADIDAS-BOOST,BOOST Orbital Operations on Spheroid Tessellation,False,False,,,True,True,False,,
SSRE-ADIDAS-OS-SPIN,adidas OS Rotation-Induced Characteristics of a Sphere,False,False,,,True,True,False,,
SSRE-ADSEP-ICC,ADSEP Industrial Crystallization Cassette Technology Demonstration,False,False,,,True,True,False,,
SSRE-ADSEP-MOF,Assessing the Effect of Microgravity on Growth and Properties of Metal-Organic Framework (MOF) Crystals,False,False,,,True,True,False,,
SSRE-ADSEP-PHASE-SEPARATION,Active Liquid-Liquid Phase Separation,False,False,,,True,True,False,,
SSRE-ADSEP-PIL-01,Pharmaceutical In-space Laboratory &ndash; 01,True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-ADSEP-PIL-02,In-Space Production Application &ndash; Pharmaceutical In-space Laboratory &ndash; 02 (InSPA-PIL-02),True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-ADSEP-PIL-03,Pharmaceutical In-space Laboratory-03,True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-ADSEP-PIL-04,Pharmaceutical In-space Laboratory &ndash; 04 (PIL-04),True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases,
SSRE-ADSEP-PIL-05,Pharmaceutical In-space Laboratory &ndash; 05 (PIL-05),True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases,
SSRE-ADSEP-PIL-06,Pharmaceutical In-space Laboratory &ndash; 06 (PIL-06),True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases,
SSRE-ADSEP-PIL-07,Pharmaceutical In-space Laboratory &ndash; 07 (PIL-07),False,False,,,True,True,False,,
SSRE-ADSEP-PIL-08,Pharmaceutical In-space Laboratory &ndash; 08 (PIL-08),False,False,,,True,True,False,,
SSRE-ADSEP-PIL-09,Pharmaceutical In-space Laboratory &ndash; 09 (PIL-09),False,False,,,True,True,False,,
SSRE-ADSEP-PIL-10,Pharmaceutical In-space Laboratory – 10 (PIL-10),True,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Endocrine and metabolic diseases; Neurological diseases,
SSRE-ADSEP-PIL-11,<span>Pharmaceutical In-space Laboratory – 11</span>,True,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,,False,False,False,Cancer; Endocrine and metabolic diseases; Rare inherited disorders,
SSRE-ADSEP-PIL-12,Pharmaceutical In-space Laboratory – 12 (PIL-12),True,False,Cancer; Cardiovascular diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Neurological diseases,
SSRE-ADSEP-PIL-13,Pharmaceutical In-space Laboratory – 13&nbsp,False,False,,,True,True,False,,
SSRE-ADSEP-UMAMI,Understanding of Microgravity on Animal-Microbe Interactions,True,False,Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,,False,False,False,Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,
SSRE-ADUM,Advanced Diagnostic Ultrasound in Microgravity,True,False,Cardiovascular diseases; Eye diseases; Kidney diseases; Musculoskeletal diseases,,False,False,False,Cardiovascular diseases; Eye diseases; Kidney diseases; Musculoskeletal diseases,
SSRE-ADVANCED-NANO-STEP,"Effects of Impurities on Perfection of Protein Crystals, Partition Functions, and Growth Mechanisms",True,True,Endocrine and metabolic diseases,Eye diseases; Neurological diseases; Rare inherited disorders,True,False,False,Endocrine and metabolic diseases,Eye diseases; Neurological diseases; Rare inherited disorders
SSRE-ADVASC,Advanced Astroculture<sup>TM</sup>,False,True,,Cardiovascular diseases; Musculoskeletal diseases,False,False,False,,Cardiovascular diseases; Musculoskeletal diseases
SSRE-AEROCUBE-10,AeroCube-10,False,False,,,True,True,False,,
SSRE-AEROCUBE-12-A-B,AeroCube 12 A&amp;B,False,False,,,True,True,False,,
SSRE-AEROCUBE-14-A-B,AeroCube 14 A&amp;B,False,False,,,True,True,False,,
SSRE-AEROSOL-MONITORS,Aerosol Monitors,False,False,,,True,True,False,,
SSRE-AEROSOL-SAMPLERS,Aerosol Sampling Experiment,False,False,,,True,True,False,,
SSRE-AES-1,Antibiotic Effectiveness in Space-1,True,False,,,False,True,False,,
SSRE-AESP-14,AESP-14,False,False,,,True,True,False,,
SSRE-AFC,Alternate Fecal Container,True,False,Endocrine and metabolic diseases; Kidney diseases,,False,False,False,Endocrine and metabolic diseases; Kidney diseases,
SSRE-AGCAM,"Agricultural Camera - AgCam name used historically from 2005-2010, later version known as ISSAC",False,False,,,True,True,False,,
SSRE-AGEING,"Drosophila Motility, Behaviour and Ageing",True,False,Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,,False,False,False,Endocrine and metabolic diseases; Musculoskeletal diseases; Neurological diseases,
SSRE-AGING-AND-HEART-HEALTH-AX-1,Aging and Heart Health (Ax-1),True,False,Cardiovascular diseases; Endocrine and metabolic diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases,
SSRE-AGLOMERATSIA-PK-AGGLOMERATION-PK,Studying Plasma Dust Crystals and Liquids in Microgravity on the ISS RS-Aglomeratsia-PK,False,False,,,True,True,False,,
SSRE-AIR-FLOW-AND-THERMAL-CHARACTERIZATION-OF-ACTIVE-COOLING-IN-A-SEALED-ENVIRONMENT,Air Flow and Thermal Characterization of Active Cooling in a Sealed Environment,False,False,,,True,True,False,,
SSRE-AIRWAY-MONITORING,AIRWAY MONITORING,True,False,Cardiovascular diseases; Endocrine and metabolic diseases,,False,False,False,Cardiovascular diseases; Endocrine and metabolic diseases,
SSRE-AKUSTIKA-M-ACOUSTICS-M,Acoustical Investigation of Voice and Audio Links (Conncections) of the Crew on ISS,False,False,,,True,True,False,,
SSRE-AKVARIUM-AQH-AQUARIUM-AQH,"Study of the Effects of Spaceflight Conditions on Embryogenesis, Ontogenesis, Organogenesis, and the Behavior of Heterotrophic Organisms Living in an Aquatic Environment",True,False,Musculoskeletal diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Musculoskeletal diseases; Neurological diseases; Rare inherited disorders,
SSRE-AKVARIUM-AQH-GIRELLA,"Study of the Effects of Spaceflight Conditions on Embryogenesis, Ontogenesis, Organogenesis, and the Behavior of Heterotrophic Organisms Living in an Aquatic Environment - Girella",True,False,Musculoskeletal diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Musculoskeletal diseases; Neurological diseases; Rare inherited disorders,
SSRE-AKVARIUM-AQH-LICHINKI-KOMARA-AQUARIUM-AQH-WIGGLE-TAIL,"Study of the Effects of Spaceflight Conditions on Embryogenesis, Ontogenesis, Organogenesis, and the Behavior of Heterotrophic Organisms Living in an Aquatic Environment - Lichinki Komara",True,False,Musculoskeletal diseases; Neurological diseases; Rare inherited disorders,,False,False,False,Musculoskeletal diseases; Neurological diseases; Rare inherited disorders,
SSRE-AKVARIUM-AQH-MEDAKA-EMBRION-AQUARIUM-AQH-MEDAKA-EMBRYO,"Study of the Effects of Spaceflight Conditions on Embryogenesis, Ontogenesis, Organogenesis, and the Behavior of Heterotrophic Organisms Living in an Aquatic Environment - Medaka Embrion",True,False,Endocrine and metabolic diseases; Musculoskeletal diseases; Rare inherited disorders,,False,False,False,Endocrine and metabolic diseases; Musculoskeletal diseases; Rare inherited disorders,
SSRE-AKVARIUM-AQH-MEDAKA-SKELET-AQUARIUM-AQH-MEDAKA-SKELETON,"Study of the Effects of Spaceflight Conditions on Embryogenesis, Ontogenesis, Organogenesis, and the Behavior of Heterotrophic Organisms Living in an Aquatic Environment - Medaka Skelet",True,False,Endocrine and metabolic diseases; Musculoskeletal diseases; Rare inherited disorders,,False,False,False,Endocrine and metabolic diseases; Musculoskeletal diseases; Rare inherited disorders,
SSRE-AKVARIUM-AQUARIUM,Study of the Resistance of a Modeled Closed Ecosystem and Chains of Its Components in Microgravity,False,False,,,True,True,False,,
SSRE-ALBEDO,A Study of Earth Radiation Characteristics and Testing of Their Use in a Model of the ISS RS Power Supply System (Albedo),False,False,,,True,True,False,,
SSRE-ALGOMETRY,Algometry,True,False,Musculoskeletal diseases; Neurological diseases,,False,False,False,Musculoskeletal diseases; Neurological diseases,
SSRE-ALLOY-SEMICONDUCTOR,Crystal Growth of Alloy Semiconductor Under Microgravity,False,False,,,True,True,False,,
SSRE-ALPHA,Alpha,False,False,,,True,True,False,,
SSRE-ALTCRISS,Alteino Long Term Cosmic Ray Measurements on board the International Space Station,True,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Eye diseases; Neurological diseases,
SSRE-ALTCRISS-ROSCOSMOS,Altcriss-Roscosmos,True,False,Cancer; Cardiovascular diseases; Neurological diseases,,False,False,False,Cancer; Cardiovascular diseases; Neurological diseases,
SSRE-ALTEA,Anomalous Long Term Effects in Astronauts' Central Nervous System,True,False,Cancer; Eye diseases; Neurological diseases,,False,False,False,Cancer; Eye diseases; Neurological diseases,
SSRE-ALTEA-DOSI,Anomalous Long Term Effects in Astronauts' - Dosimetry,True,False,Neurological diseases,,False,False,False,Neurological diseases,
SSRE-ALTEA-GAP,Anomalous Long Term Effects in Astronauts' Central Nervous System-GAP,True,False,Neurological diseases,,False,False,False,Neurological diseases,
SSRE-ALTEA-SHIELD,Anomalous Long Term Effects in Astronauts' Central Nervous System - Shield,True,False,Neurological diseases,,False,False,False,Neurological diseases,
SSRE-ALTEINO,Space Radiation Effects on the Central Nervous System,True,False,Cancer; Neurological diseases,,False,False,False,Cancer; Neurological diseases,
SSRE-AMF-ABS-DESIGN-VALUES,Additive Manufacturing Facility (AMF) Design Value Test Plan for Acrylonitrile Butadiene Styrene (ABS),False,False,,,True,True,False,,
SSRE-AMINE-SWINGBED,Amine Swingbed,False,False,,,True,True,False,,
SSRE-AMMONIA-ELECTRO-OXIDATION-LAB-AT-THE-ISS-AELISS,Elucidating the Ammonia Electrochemical Oxidation Mechanism via Electrochemical Techniques at the ISS,False,False,,,True,True,False,,
SSRE-AMO-EXPRESS,Autonomous Mission Operations EXPRESS Autonomous Operations Project,False,False,,,True,True,False,,
SSRE-AMO-EXPRESS-2-0,Autonomous Mission Operations EXPRESS 2.0 Project,False,False,,,True,True,False,,
SSRE-AMO-EXPRESS-2-5,Autonomous Systems and Operations,False,False,,,True,True,False,,
SSRE-AMO-TOCA,Autonomous Mission Operations TOCA Autonomous Operations Project,False,False,,,True,True,False,,
SSRE-AMOS-DEMONSTRATION,Autonomous Medical Officer Support Software Demonstration,True,True,Cardiovascular diseases; Mental health; Musculoskeletal diseases; Neurological diseases,Cancer; Endocrine and metabolic diseases; Neurological diseases,True,False,True,Cardiovascular diseases; Mental health; Musculoskeletal diseases,Cancer; Endocrine and metabolic diseases
