osID,title,tier,tier_label,health_related,disease_areas,primary_disease_area,nlp_classified,ai_classified,ai_confidence,nlp_mesh_evidence,classification_source
SSRE-ADSEP-ICC,ADSEP Industrial Crystallization Cassette Technology Demonstration,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ADSEP-MOF,Assessing the Effect of Microgravity on Growth and Properties of Metal-Organic Framework (MOF) Crystals,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ADSEP-PIL-01,Pharmaceutical In-space Laboratory &ndash; 01,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.3,,ai_low
SSRE-ADSEP-PIL-02,In-Space Production Application &ndash; Pharmaceutical In-space Laboratory &ndash; 02 (InSPA-PIL-02),3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.3,,ai_low
SSRE-ADSEP-PIL-03,Pharmaceutical In-space Laboratory-03,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.4,,ai_low
SSRE-ADSEP-PIL-10,Pharmaceutical In-space Laboratory – 10 (PIL-10),3,Uncertain,True,Cancer; Cardiovascular diseases; Neurological diseases; Endocrine and metabolic diseases,Cancer,False,True,0.3,,ai_low
SSRE-ADSEP-PIL-11,<span>Pharmaceutical In-space Laboratory – 11</span>,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.3,,ai_low
SSRE-ADSEP-PIL-12,Pharmaceutical In-space Laboratory – 12 (PIL-12),3,Uncertain,True,Cancer; Cardiovascular diseases; Neurological diseases,Cancer,False,True,0.3,,ai_low
SSRE-ADSEP-PIL-13,Pharmaceutical In-space Laboratory – 13&nbsp,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ADSEP-UMAMI,Understanding of Microgravity on Animal-Microbe Interactions,3,Uncertain,True,Endocrine and metabolic diseases; Neurological diseases; Musculoskeletal diseases,Endocrine and metabolic diseases,False,True,0.6,,ai_low
SSRE-ADUM,Advanced Diagnostic Ultrasound in Microgravity,2,Probable,True,Cardiovascular diseases; Kidney diseases; Musculoskeletal diseases; Eye diseases,Cardiovascular diseases,False,True,0.85,,ai_high
SSRE-ADVANCED-NANO-STEP,"Effects of Impurities on Perfection of Protein Crystals, Partition Functions, and Growth Mechanisms",0,Not health-related,False,,,True,True,0.9,,none
SSRE-ADVASC,Advanced Astroculture<sup>TM</sup>,0,Not health-related,False,,,True,False,0.75,,none
SSRE-AEROCUBE-12-A-B,AeroCube 12 A&amp;B,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AEROCUBE-14-A-B,AeroCube 14 A&amp;B,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AEROCUBE-10,AeroCube-10,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AEROSOL-MONITORS,Aerosol Monitors,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AEROSOL-SAMPLERS,Aerosol Sampling Experiment,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AES-1,Antibiotic Effectiveness in Space-1,2,Probable,True,,,False,True,0.75,,ai_high
SSRE-AESP-14,AESP-14,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AFC,Alternate Fecal Container,3,Uncertain,True,Endocrine and metabolic diseases; Kidney diseases,Endocrine and metabolic diseases,False,True,0.4,,ai_low
SSRE-AGCAM,"Agricultural Camera - AgCam name used historically from 2005-2010, later version known as ISSAC",0,Not health-related,False,,,False,False,0.75,,none
SSRE-AGEING,"Drosophila Motility, Behaviour and Ageing",2,Probable,True,Neurological diseases; Musculoskeletal diseases; Endocrine and metabolic diseases,Neurological diseases,False,True,0.75,,ai_high
SSRE-AGING-AND-HEART-HEALTH-AX-1,Aging and Heart Health (Ax-1),2,Probable,True,Cardiovascular diseases; Endocrine and metabolic diseases,Cardiovascular diseases,False,True,0.95,,ai_high
SSRE-AGLOMERATSIA-PK-AGGLOMERATION-PK,Studying Plasma Dust Crystals and Liquids in Microgravity on the ISS RS-Aglomeratsia-PK,0,Not health-related,False,,,False,False,0.75,,none
SSRE-A-HOSS,Artemis HERA on Space Station,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AIR-FLOW-AND-THERMAL-CHARACTERIZATION-OF-ACTIVE-COOLING-IN-A-SEALED-ENVIRONMENT,Air Flow and Thermal Characterization of Active Cooling in a Sealed Environment,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AIRWAY-MONITORING,AIRWAY MONITORING,3,Uncertain,True,Cardiovascular diseases; Endocrine and metabolic diseases,Cardiovascular diseases,False,True,0.4,,ai_low
SSRE-AKUSTIKA-M-ACOUSTICS-M,Acoustical Investigation of Voice and Audio Links (Conncections) of the Crew on ISS,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AKVARIUM-AQUARIUM,Study of the Resistance of a Modeled Closed Ecosystem and Chains of Its Components in Microgravity,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AKVARIUM-AQH-AQUARIUM-AQH,"Study of the Effects of Spaceflight Conditions on Embryogenesis, Ontogenesis, Organogenesis, and the Behavior of Heterotrophic Organisms Living in an Aquatic Environment",3,Uncertain,True,Rare inherited disorders; Neurological diseases; Musculoskeletal diseases,Rare inherited disorders,False,True,0.6,,ai_low
SSRE-AKVARIUM-AQH-GIRELLA,"Study of the Effects of Spaceflight Conditions on Embryogenesis, Ontogenesis, Organogenesis, and the Behavior of Heterotrophic Organisms Living in an Aquatic Environment - Girella",3,Uncertain,True,Rare inherited disorders; Neurological diseases; Musculoskeletal diseases,Rare inherited disorders,False,True,0.4,,ai_low
SSRE-AKVARIUM-AQH-LICHINKI-KOMARA-AQUARIUM-AQH-WIGGLE-TAIL,"Study of the Effects of Spaceflight Conditions on Embryogenesis, Ontogenesis, Organogenesis, and the Behavior of Heterotrophic Organisms Living in an Aquatic Environment - Lichinki Komara",3,Uncertain,True,Rare inherited disorders; Neurological diseases; Musculoskeletal diseases,Rare inherited disorders,False,True,0.4,,ai_low
SSRE-AKVARIUM-AQH-MEDAKA-EMBRION-AQUARIUM-AQH-MEDAKA-EMBRYO,"Study of the Effects of Spaceflight Conditions on Embryogenesis, Ontogenesis, Organogenesis, and the Behavior of Heterotrophic Organisms Living in an Aquatic Environment - Medaka Embrion",3,Uncertain,True,Rare inherited disorders; Musculoskeletal diseases; Endocrine and metabolic diseases,Rare inherited disorders,False,True,0.6,,ai_low
SSRE-AKVARIUM-AQH-MEDAKA-SKELET-AQUARIUM-AQH-MEDAKA-SKELETON,"Study of the Effects of Spaceflight Conditions on Embryogenesis, Ontogenesis, Organogenesis, and the Behavior of Heterotrophic Organisms Living in an Aquatic Environment - Medaka Skelet",2,Probable,True,Musculoskeletal diseases; Rare inherited disorders; Endocrine and metabolic diseases,Musculoskeletal diseases,False,True,0.85,,ai_high
SSRE-ALBEDO,A Study of Earth Radiation Characteristics and Testing of Their Use in a Model of the ISS RS Power Supply System (Albedo),0,Not health-related,False,,,False,False,0.75,,none
SSRE-ALGOMETRY,Algometry,0,Not health-related,False,,,False,True,0.75,,none
SSRE-ALLOY-SEMICONDUCTOR,Crystal Growth of Alloy Semiconductor Under Microgravity,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ALPHA,Alpha,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ALTCRISS,Alteino Long Term Cosmic Ray Measurements on board the International Space Station,2,Probable,True,Cancer; Neurological diseases; Cardiovascular diseases; Eye diseases,Cancer,False,True,0.85,,ai_high
SSRE-ALTCRISS-ROSCOSMOS,Altcriss-Roscosmos,2,Probable,True,Cancer; Cardiovascular diseases; Neurological diseases,Cancer,False,True,0.7,,ai_high
SSRE-ALTEA,Anomalous Long Term Effects in Astronauts' Central Nervous System,2,Probable,True,Cancer; Neurological diseases; Eye diseases,Cancer,False,True,0.9,,ai_high
SSRE-ALTEA-DOSI,Anomalous Long Term Effects in Astronauts' - Dosimetry,2,Probable,True,Neurological diseases,Neurological diseases,False,True,0.9,,ai_high
SSRE-ALTEA-GAP,Anomalous Long Term Effects in Astronauts' Central Nervous System-GAP,2,Probable,True,Neurological diseases,Neurological diseases,False,True,0.9,,ai_high
SSRE-ALTEA-SHIELD,Anomalous Long Term Effects in Astronauts' Central Nervous System - Shield,2,Probable,True,Neurological diseases,Neurological diseases,False,True,0.9,,ai_high
SSRE-ALTEINO,Space Radiation Effects on the Central Nervous System,2,Probable,True,Cancer; Neurological diseases,Cancer,False,True,0.9,,ai_high
SSRE-AMF-ABS-DESIGN-VALUES,Additive Manufacturing Facility (AMF) Design Value Test Plan for Acrylonitrile Butadiene Styrene (ABS),0,Not health-related,False,,,False,False,0.75,,none
SSRE-AMINE-SWINGBED,Amine Swingbed,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AMMONIA-ELECTRO-OXIDATION-LAB-AT-THE-ISS-AELISS,Elucidating the Ammonia Electrochemical Oxidation Mechanism via Electrochemical Techniques at the ISS,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AMO-EXPRESS,Autonomous Mission Operations EXPRESS Autonomous Operations Project,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AMO-EXPRESS-2-0,Autonomous Mission Operations EXPRESS 2.0 Project,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AMO-EXPRESS-2-5,Autonomous Systems and Operations,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AMOS-DEMONSTRATION,Autonomous Medical Officer Support Software Demonstration,1,Confirmed,True,Neurological diseases; Cancer; Endocrine and metabolic diseases,Neurological diseases,True,True,0.3,D009347,nlp+ai
SSRE-AMO-TOCA,Autonomous Mission Operations TOCA Autonomous Operations Project,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AMPHIBODY,The Antibody V(D)J Recombination Machinery in Normal and Altered Gravity,2,Probable,True,Neurological diseases,Neurological diseases,False,True,0.9,,ai_high
SSRE-AMPHIBODY-ROSCOSMOS,Amphibody-Roscosmos,3,Uncertain,True,Cancer; Rare inherited disorders,Cancer,False,True,0.6,,ai_low
SSRE-AMPLI-SPACE-PHARMACY,Ampli Space Pharmacy,0,Not health-related,False,,,False,True,0.3,,none
SSRE-AMS-02,Alpha Magnetic Spectrometer - 02,0,Not health-related,False,,,True,False,0.75,,none
SSRE-AMYLOID,Characterization of Amyloid Formation Under Microgravity Environment: Toward Understanding the Mechanisms of Neurodegenerative Diseases,1,Confirmed,True,Neurological diseases,Neurological diseases,True,True,0.9,D019636,nlp+ai
SSRE-AMYLOID-AGGREGATION,Amyloid Aggregation,2,Probable,True,Neurological diseases; Endocrine and metabolic diseases; Cardiovascular diseases; Kidney diseases; Rare inherited disorders,Neurological diseases,False,True,0.95,,ai_high
SSRE-AMYLOID-AGGREGATION-AX-3,&beta;eta-Amyloid Aggregation,2,Probable,True,Neurological diseases,Neurological diseases,False,True,0.95,,ai_high
SSRE-ANALOG-1,Investigation of the Use of an Advanced Human-Robotic Interface in Enhancing the Performance of Teleoperated Robotic Field Geology,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ANDE-2,Atmospheric Neutral Density Experiment - 2,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ANGIEX-CANCER-THERAPY,Endothelial Cells in Microgravity as a Model System for Evaluation of Cancer Therapy Toxicity,0,Not health-related,False,,,True,True,0.9,,none
SSRE-ANISO-TUBULE,Roles of cortical microtubules and microtubule-associated proteins in gravity-induced growth modification of plant stems,0,Not health-related,False,,,True,False,0.75,,none
SSRE-ANITA,Analyzing Interferometer for Ambient Air,0,Not health-related,False,,,False,False,0.75,,none
SSRE-ANITA-2,Analyzing Interferometer for Ambient Air-2,0,Not health-related,False,,,True,False,0.75,,none
SSRE-ANTI-ATROPHY,"Research on Inhibitory Effects of Novel Concept Biomaterials, an HSP Inducer and Ubiquitin Ligase Inhibitor, on Microgravity-induced Muscle Atrophy",0,Not health-related,False,,,True,True,0.9,,none
SSRE-ANTIGEN-ANTIGENE,Optimizing Heterologous Expression in Saccharomyces Yeast in Microgravity Based on the Example of Hepatitis B Surface Antigen Synthesis,3,Uncertain,True,Rare inherited disorders,Rare inherited disorders,False,True,0.4,,ai_low
SSRE-ANTIOXIDANT-PROTECTION,PROtection MEdiated by antioxidant nanoTEchnOlogy against neuronal damage in space (PROMETEO),2,Probable,True,Neurological diseases,Neurological diseases,False,True,0.95,,ai_high
SSRE-AOBA-VELOX-3,AOBA-Velox-3,0,Not health-related,False,,,False,False,0.75,,none
SSRE-APCF-CAMELIDS,Advanced Protein Crystallization Facility - Extraordinary Structural Features of Antibodies from Camelids,2,Probable,True,Cancer; Rare inherited disorders; Neurological diseases; Cardiovascular diseases,Cancer,False,True,0.7,,ai_high
SSRE-APCF-CRYSTAL-GROWTH,"Advanced Protein Crystallization Facility - Solution Flows and Molecular Disorder of Protein Crystals: Growth of High Quality Crystals, Motions of Lumazin Crystals and Growth of Ferritin Crystals",3,Uncertain,True,Cancer; Rare inherited disorders; Neurological diseases; Endocrine and metabolic diseases,Cancer,False,True,0.6,,ai_low
SSRE-APCF-CRYSTAL-QUALITY,Advanced Protein Crystallization Facility - Effect of Different Growth Conditions on the Quality of Thaumatin and Aspartyl-tRNA Synthetase Crystals Grown in Microgravity,3,Uncertain,True,Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cancer,False,True,0.6,,ai_low
SSRE-APCF-LIPOPROTEIN,Advanced Protein Crystallization Facility - Crystallization of Human Low Density Lipoprotein (LDL) Subfractions in Microgravity,2,Probable,True,Cardiovascular diseases; Endocrine and metabolic diseases,Cardiovascular diseases,False,True,0.95,,ai_high
SSRE-APCF-LYSOZYME,Advanced Protein Crystallization Facility - Testing New Trends in Microgravity Protein Crystallization,2,Probable,True,Cancer; Cardiovascular diseases; Neurological diseases; Endocrine and metabolic diseases; Rare inherited disorders,Cancer,False,True,0.7,,ai_high
SSRE-APCF-OCTARELLINS,Advanced Protein Crystallization Facility - Crystallization of the Next Generation of Octarellins,3,Uncertain,True,Rare inherited disorders; Cancer,Rare inherited disorders,False,True,0.65,,ai_low
SSRE-APCF-PPG10,"Advanced Protein Crystallization Facility - Protein Crystallization in Microgravity, Collagen Model (X-Y-Gly) Polypeptides - the case of (Pro-Pro-Gly) 10",2,Probable,True,Musculoskeletal diseases,Musculoskeletal diseases,False,True,0.9,,ai_high
SSRE-APCF-RHODOPSIN,Advanced Protein Crystallization Facility - Crystallization of Rhodopsin in Microgravity,2,Probable,True,Eye diseases; Rare inherited disorders; Neurological diseases,Eye diseases,False,True,0.95,,ai_high
SSRE-APEX-02-2,Advanced Plant EXperiments-02-2,0,Not health-related,False,,,False,False,0.75,,none
SSRE-APEX-03-1,Advanced Plant EXperiments-03-1,0,Not health-related,False,,,False,False,0.75,,none
SSRE-APEX-03-2-TAGES-ISA,Transgenic Arabidopsis Gene Expression System - Intracellular Signaling Architecture,2,Probable,True,Cancer,Cancer,False,True,0.9,,ai_high
SSRE-APEX-04,Epigenetic change in <em>Arabidopsis</em> <em>thaliana</em> in response to spaceflight - differential cytosine DNA methylation of plants on the ISS,0,Not health-related,False,,,False,False,0.75,,none
SSRE-APEX-05,Spaceflight-Induced Hypoxic-ROS Signaling,2,Probable,True,Cardiovascular diseases; Cancer; Neurological diseases; Endocrine and metabolic diseases; Eye diseases,Cardiovascular diseases,False,True,0.85,,ai_high
SSRE-APEX-06,Using <em>Brachypodium distachyon </em>to Investigate Monocot Plant Adaptation to Spaceflight,0,Not health-related,False,,,False,False,0.75,,none
SSRE-APEX-07,Advanced Plant EXperiment-07,0,Not health-related,False,,,False,False,0.75,,none
SSRE-APEX-08,Advanced Plant EXperiment-08,0,Not health-related,False,,,False,False,0.75,,none
SSRE-APEX-09,C4 Photosynthesis in Space (C4 Space),0,Not health-related,False,,,False,False,0.75,,none
SSRE-APEX-10,Plant-Microbe Interactions in Space,0,Not health-related,False,,,False,False,0.75,,none
SSRE-APEX-12,Advanced Plant EXperiment-12,0,Not health-related,False,,,False,False,0.75,,none
SSRE-APEX-CSA2,Advanced Plant Experiment - Canadian Space Agency 2,0,Not health-related,False,,,False,False,0.75,,none
SSRE-APHRODITE,Autonomous PHotosensing Reusable Onboard Device for Immunological Tests Execution,3,Uncertain,True,Cardiovascular diseases; Kidney diseases; Cancer; Rare inherited disorders; Endocrine and metabolic diseases,Cardiovascular diseases,False,True,0.5,,ai_low
SSRE-APIS,Analysis of Inertial Solid Properties,0,Not health-related,False,,,False,False,0.75,,none
SSRE-APM,Airborne Particulate Monitor,3,Uncertain,True,Cardiovascular diseases; Cancer,Cardiovascular diseases,False,True,0.6,,ai_low
SSRE-AQH-MICROSCOPE-CHECKOUT,AQH Microscope Checkout,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AQT-D,AQua Thruster-Demonstrator,0,Not health-related,False,,,False,False,0.75,,none
SSRE-AQUAMEMBRANE,Aquaporin Inside Membrane Testing in Space,2,Probable,True,Kidney diseases; Cardiovascular diseases; Neurological diseases; Eye diseases,Kidney diseases,False,True,0.75,,ai_high
